Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.65,10,2,4,2,7,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,Database Manager,1,6,2,2,7,12
0.8,10,5,3,6,1,0,1,0,0,0,0,2,1,1,0,1,1,0,1,1,Technical Engineer,1,1,9,4,8,6
0.67,8,4,4,8,2,0,1,1,0,1,2,0,1,1,1,0,0,0,0,0,Software Engineer,1,2,4,4,2,8
0.92,6,9,6,6,4,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,E-Commerce Analyst,2,3,3,5,8,20
0.64,4,8,6,9,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,Technical Services/Help Desk/Tech Support,0,5,9,3,6,13
0.62,12,7,0,4,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,Business Intelligence Analyst,6,6,2,3,7,3
0.6,6,2,5,2,5,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,Network Security Administrator,2,6,7,2,8,19
0.67,9,7,5,1,8,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,Software Developer,1,1,5,1,7,25
0.93,7,6,6,8,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,Network Security Administrator,5,7,1,2,0,20
0.77,5,9,6,5,9,0,1,0,1,1,1,2,0,0,1,0,1,0,1,1,Database Manager,8,7,2,5,5,11
0.78,5,5,4,9,6,0,0,0,1,0,2,2,1,1,0,0,1,1,0,1,Information Security Analyst,2,2,3,5,0,2
0.62,5,7,0,6,6,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,Software Engineer,7,3,8,2,2,0
0.82,8,1,6,5,4,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,Business Systems Analyst,8,4,5,1,5,10
0.85,9,5,3,7,5,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,Portal Administrator,1,4,7,1,6,21
0.86,7,2,1,2,7,1,0,1,0,1,1,2,0,1,1,0,0,0,1,0,Design & UX,5,7,0,1,4,14
0.79,4,4,2,9,4,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,Mobile Applications Developer,4,5,4,4,2,29
0.93,9,8,4,5,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Network Security Administrator,1,2,6,0,1,13
0.91,7,5,0,9,7,0,1,1,1,0,2,0,1,0,0,0,1,0,1,1,Applications Developer,6,4,0,3,0,5
0.82,11,7,6,7,2,1,0,1,1,0,2,2,1,1,1,0,1,0,1,0,Solutions Architect,3,7,3,1,9,14
0.86,9,6,3,5,7,0,1,0,1,0,0,2,0,0,1,1,1,1,0,0,UX Designer,7,4,3,2,4,13
0.61,6,4,2,7,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Information Security Analyst,7,1,8,5,4,3
0.78,12,6,5,8,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,Portal Administrator,6,1,0,2,6,28
0.61,7,1,1,3,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,UX Designer,1,1,3,4,4,24
0.83,11,9,5,7,6,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,Software Engineer,7,3,0,5,2,28
0.92,4,1,1,5,6,1,0,1,0,1,2,0,1,0,0,1,1,0,0,0,Database Administrator,2,2,5,4,5,24
0.9,4,6,0,5,4,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,Systems Security Administrator,1,3,7,5,5,30
0.89,10,5,1,8,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,Project Manager,1,6,3,2,9,5
0.7,7,8,4,4,3,0,1,0,1,1,0,2,0,0,1,0,0,1,0,1,UX Designer,8,3,9,0,1,13
0.71,10,6,3,7,9,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,Portal Administrator,0,4,6,1,2,4
0.81,7,1,0,5,6,0,1,1,1,0,2,0,0,0,1,0,0,1,0,1,Database Manager,7,3,8,3,3,6
0.83,9,7,1,7,8,1,1,1,1,1,1,2,1,1,0,0,0,1,0,1,Applications Developer,0,1,3,4,8,22
0.79,6,9,1,4,7,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,Information Technology Auditor,4,7,3,0,6,27
0.94,4,9,2,6,1,0,1,0,0,0,1,2,1,0,0,1,0,0,1,1,Technical Support,2,7,8,5,1,25
0.65,11,1,2,3,6,1,1,0,1,0,0,2,0,1,1,1,1,0,1,1,E-Commerce Analyst,4,3,3,1,0,13
0.73,10,2,2,2,5,0,0,1,1,1,2,1,0,1,0,0,1,1,1,0,Applications Developer,3,6,8,4,7,21
0.91,12,3,3,9,4,0,1,0,0,1,2,1,1,1,1,1,0,0,1,1,Information Technology Manager,0,7,1,4,5,14
0.7,4,3,0,5,4,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,E-Commerce Analyst,8,2,6,4,0,0
0.61,12,9,6,7,7,0,0,0,1,1,2,1,0,0,1,1,1,1,0,0,Systems Security Administrator,1,6,0,3,8,11
0.87,8,6,3,4,2,1,1,1,0,1,2,0,0,0,1,1,1,1,0,1,Solutions Architect,5,7,3,5,5,9
0.86,5,3,3,4,4,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,Software Systems Engineer,4,2,1,4,0,19
0.65,8,4,2,9,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Applications Developer,0,0,5,5,4,15
0.72,8,6,4,2,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,CRM Business Analyst,4,7,9,4,4,4
0.67,7,9,5,5,5,1,0,0,0,0,2,0,1,1,1,1,0,1,1,1,Database Manager,7,2,5,0,9,11
0.79,6,6,6,9,6,0,1,1,0,1,2,1,1,0,1,1,0,1,0,1,Software Systems Engineer,5,7,9,5,4,18
0.74,5,6,4,2,7,1,0,1,1,1,2,2,1,0,1,0,0,0,0,1,Systems Analyst,3,5,7,0,6,8
0.84,5,7,2,7,6,1,0,0,1,1,0,2,0,1,0,1,0,1,0,1,Network Engineer,2,0,4,2,9,0
0.85,4,9,3,3,6,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0,CRM Technical Developer,0,6,1,3,2,9
0.63,11,8,2,3,9,1,1,1,1,1,1,2,1,0,0,1,1,0,0,1,Mobile Applications Developer,4,3,8,0,9,3
0.68,12,9,0,7,8,1,0,0,1,0,2,0,1,1,0,0,0,1,1,1,Technical Services/Help Desk/Tech Support,0,6,3,3,5,10
0.71,9,1,6,8,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,Portal Administrator,6,4,8,0,6,2
0.83,5,3,2,9,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,Database Manager,1,6,4,2,5,19
0.82,8,4,5,7,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,Network Security Administrator,6,6,8,0,3,12
0.67,8,8,6,3,7,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,CRM Business Analyst,0,2,6,2,7,26
0.91,12,5,0,1,4,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,Systems Analyst,7,6,3,0,6,7
0.64,4,9,3,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Network Security Engineer,6,4,6,1,0,4
0.77,6,4,4,4,9,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,Quality Assurance Associate,6,7,2,2,3,13
0.87,12,3,3,4,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,Quality Assurance Associate,7,6,4,5,1,22
0.87,4,6,1,3,4,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,Information Security Analyst,4,3,0,3,6,27
0.73,6,8,1,8,5,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,Solutions Architect,1,3,8,2,9,16
0.63,8,8,2,6,4,1,1,0,0,1,1,2,0,0,1,1,1,1,0,1,Software Quality Assurance (QA) / Testing,5,6,3,2,6,7
0.89,7,1,1,1,7,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,Business Intelligence Analyst,4,5,6,2,5,27
0.93,5,9,3,7,9,1,1,1,0,1,2,2,0,0,0,1,1,0,0,0,Quality Assurance Associate,3,3,5,3,4,4
0.76,12,2,3,4,7,1,0,1,0,1,0,2,1,0,1,1,0,0,0,0,Network Security Engineer,5,2,9,2,6,2
0.75,9,6,5,3,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Technical Engineer,7,0,8,3,2,27
0.81,5,8,4,6,2,0,0,1,0,1,0,2,0,0,0,1,0,0,1,1,Web Developer,1,6,7,5,8,14
0.66,11,1,0,9,1,1,1,0,0,0,0,2,1,0,1,0,1,1,1,1,Quality Assurance Associate,5,0,0,4,9,25
0.87,12,4,3,1,8,1,0,1,0,0,2,1,0,1,0,0,1,0,1,1,Business Intelligence Analyst,3,7,8,0,6,27
0.88,6,2,1,9,9,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,Business Systems Analyst,7,1,1,4,9,0
0.8,5,6,0,7,7,0,1,0,0,0,2,1,1,1,0,1,0,1,0,0,Software Developer,2,2,6,5,2,13
0.92,6,3,4,6,6,0,0,1,0,1,2,1,0,0,0,1,0,0,0,1,E-Commerce Analyst,2,5,0,1,4,18
0.93,8,8,0,2,4,1,1,0,1,0,2,0,0,0,1,0,0,1,1,0,E-Commerce Analyst,0,5,2,1,0,19
0.7,7,8,0,2,2,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,Technical Services/Help Desk/Tech Support,8,2,6,1,1,2
0.77,9,1,1,8,5,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,Quality Assurance Associate,1,4,9,3,3,29
0.61,10,1,6,4,9,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,UX Designer,2,2,5,3,5,1
0.64,4,2,4,5,4,0,1,1,0,0,0,2,0,1,1,0,0,1,0,1,Technical Support,1,4,1,5,8,15
0.74,5,5,6,4,4,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,Programmer Analyst,0,2,7,4,7,4
0.61,9,6,4,2,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,Database Administrator,8,2,9,2,2,22
0.69,10,8,2,3,9,1,0,1,1,0,0,2,0,1,1,0,0,1,0,1,Technical Services/Help Desk/Tech Support,3,7,3,3,9,22
0.66,9,7,5,6,8,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,CRM Business Analyst,4,0,1,2,5,13
0.69,12,9,3,7,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,Web Developer,1,3,4,5,5,24
0.77,11,7,3,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Programmer Analyst,7,6,5,2,0,25
0.68,10,4,5,9,8,0,1,0,0,1,0,2,0,1,1,1,1,0,1,0,CRM Technical Developer,3,2,1,2,0,1
0.87,5,6,2,4,1,0,0,1,1,1,2,0,1,1,0,0,1,0,1,1,Software Quality Assurance (QA) / Testing,6,2,8,2,9,23
0.93,10,9,1,4,7,1,1,1,1,1,1,2,0,1,0,1,1,0,1,1,Information Security Analyst,2,1,5,1,8,23
0.6,10,7,6,2,4,1,1,0,1,1,2,1,1,1,1,0,1,1,0,1,Information Technology Manager,7,5,7,0,6,0
0.62,10,2,6,5,5,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,Solutions Architect,3,6,6,2,0,11
0.76,12,7,3,5,4,0,1,0,0,1,0,2,1,0,1,0,1,0,1,0,Information Technology Manager,4,3,7,4,8,8
0.81,10,1,6,8,3,0,1,1,1,0,1,2,1,0,0,1,1,1,1,0,CRM Technical Developer,0,4,8,3,0,2
0.69,8,6,3,6,5,0,1,1,0,0,2,1,0,1,1,0,0,0,0,1,CRM Business Analyst,0,6,2,5,4,8
0.93,10,6,0,3,7,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Applications Developer,1,1,8,4,5,12
0.76,6,4,6,8,6,1,1,1,1,0,0,2,1,1,1,0,1,1,0,1,Software Quality Assurance (QA) / Testing,1,3,2,1,3,23
0.85,4,7,6,3,5,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,Software Systems Engineer,4,0,9,5,6,10
0.68,8,9,6,6,4,1,0,1,0,0,0,2,0,1,1,1,1,0,1,1,Solutions Architect,0,6,3,4,3,6
0.93,9,7,6,5,3,0,0,0,1,0,2,2,1,1,0,1,1,1,1,1,Database Manager,7,7,5,4,1,14
0.6,8,7,3,1,7,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,Business Intelligence Analyst,0,4,7,0,8,24
0.75,11,6,4,9,5,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,Programmer Analyst,6,0,8,1,6,7
0.61,10,3,6,9,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,Data Architect,7,2,1,2,0,13
0.61,11,8,4,5,8,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Systems Analyst,6,5,3,2,5,7
0.65,6,4,4,2,9,0,0,1,0,1,1,2,1,0,0,1,1,1,0,1,E-Commerce Analyst,3,3,1,0,6,10
0.66,9,8,3,2,7,0,1,0,1,0,1,2,1,1,1,1,1,1,1,0,Applications Developer,7,7,7,4,5,13
0.81,6,5,0,7,9,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,Systems Analyst,7,1,8,4,4,7
0.72,10,7,4,5,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,Systems Security Administrator,1,5,7,1,3,13
0.83,4,5,3,1,3,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,Technical Services/Help Desk/Tech Support,1,3,1,4,2,1
0.8,7,8,6,7,6,1,1,1,1,0,0,2,1,1,1,0,0,1,0,0,Software Engineer,8,4,3,4,7,24
0.74,11,7,2,2,2,1,1,1,0,0,2,0,0,1,1,1,0,1,1,0,CRM Technical Developer,0,1,8,0,6,28
0.9,9,6,4,1,9,1,1,0,1,1,0,2,0,1,1,1,1,0,0,1,Technical Services/Help Desk/Tech Support,4,2,0,5,3,3
0.67,11,7,1,8,9,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,Network Security Administrator,6,1,7,3,9,3
0.62,4,5,5,9,3,1,1,0,0,1,2,1,0,0,1,1,0,1,0,1,Technical Support,7,2,3,5,1,15
0.82,8,3,3,3,2,1,0,1,1,0,0,2,1,0,1,1,0,0,0,1,Business Systems Analyst,1,4,9,5,1,27
0.84,11,9,5,1,4,1,0,0,1,0,2,0,0,0,0,0,0,1,1,1,Programmer Analyst,8,5,4,3,0,5
0.87,12,3,6,2,9,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,Information Technology Auditor,7,2,5,5,0,3
0.68,10,8,3,9,2,0,1,0,1,1,2,2,0,0,1,0,0,1,1,1,Business Intelligence Analyst,0,4,0,4,0,9
0.71,9,6,6,2,8,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,E-Commerce Analyst,8,6,2,5,0,23
0.62,8,8,2,8,7,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,Business Systems Analyst,5,0,0,4,3,0
0.79,9,9,0,6,5,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,UX Designer,8,4,0,0,1,13
0.74,4,5,1,8,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,Software Quality Assurance (QA) / Testing,2,5,2,2,6,17
0.86,10,8,3,9,7,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,Web Developer,8,3,7,1,8,13
0.86,8,6,6,8,1,1,1,0,0,1,2,0,0,1,0,1,1,1,1,1,Solutions Architect,3,6,4,1,9,30
0.66,12,3,1,4,8,1,1,1,1,1,0,2,1,1,1,0,0,0,0,1,Solutions Architect,4,0,0,4,4,9
0.9,9,6,3,9,6,1,0,0,1,0,2,2,0,0,0,0,1,0,1,1,Technical Services/Help Desk/Tech Support,6,3,1,4,7,27
0.62,5,3,6,3,4,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,Database Manager,1,2,6,5,7,14
0.87,11,6,2,7,4,0,1,1,1,1,0,2,1,1,1,0,1,1,1,1,Software Quality Assurance (QA) / Testing,1,5,8,5,0,13
0.7,12,3,6,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,Business Intelligence Analyst,8,4,1,2,0,9
0.93,7,7,5,9,7,0,0,0,0,1,0,2,0,1,1,1,0,0,1,1,Software Developer,5,0,1,1,6,14
0.88,12,3,1,8,8,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,E-Commerce Analyst,4,0,1,4,4,21
0.86,8,8,0,8,2,0,0,1,1,1,2,2,0,0,0,1,1,0,0,1,Business Intelligence Analyst,2,0,2,4,2,29
0.84,11,7,3,1,4,1,0,0,1,0,2,1,0,0,1,1,0,1,0,0,Programmer Analyst,7,5,3,5,7,18
0.88,6,7,6,2,6,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,Information Technology Manager,6,1,3,4,2,12
0.76,9,9,1,2,7,1,1,1,0,1,0,2,0,0,1,0,0,1,1,1,Mobile Applications Developer,8,1,1,4,5,12
0.71,11,7,4,4,9,0,0,0,1,1,2,1,0,1,0,1,1,0,1,1,Information Technology Auditor,7,3,9,4,2,26
0.67,10,3,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,CRM Technical Developer,1,6,9,1,1,5
0.67,11,7,4,9,4,1,0,1,0,1,2,2,1,1,0,0,1,0,1,0,Design & UX,8,5,0,0,2,1
0.67,8,7,0,9,4,0,1,1,0,1,0,2,0,1,0,0,0,1,1,0,Design & UX,6,4,7,4,8,10
0.9,10,9,6,7,4,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,Technical Engineer,0,7,6,2,6,12
0.61,4,6,2,6,2,0,1,1,0,1,2,1,0,0,0,1,0,0,0,0,Network Engineer,8,0,4,1,8,14
0.84,12,2,3,4,6,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,Applications Developer,6,1,8,3,9,25
0.94,12,9,0,1,5,1,0,0,1,0,1,2,1,0,1,1,0,0,1,1,Network Engineer,4,4,1,4,5,9
0.65,6,1,4,4,7,0,1,1,0,1,2,2,0,0,0,0,1,0,1,0,Technical Engineer,7,5,5,1,5,23
0.84,5,7,4,9,9,0,0,0,1,0,2,2,1,1,0,1,1,1,0,1,Software Developer,3,3,5,1,1,3
0.66,8,9,2,4,3,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,Network Engineer,5,7,0,4,6,2
0.88,12,8,3,4,2,0,0,0,0,0,2,0,1,1,1,0,0,1,1,1,Data Architect,3,6,7,4,9,15
0.65,8,9,4,6,9,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,Business Systems Analyst,4,7,9,0,3,14
0.93,8,4,3,4,9,0,1,1,1,1,2,2,0,0,1,0,1,0,1,1,Software Engineer,0,3,5,2,3,27
0.79,5,1,0,2,3,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,Quality Assurance Associate,0,7,0,2,8,18
0.91,10,9,0,1,5,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,Database Developer,5,4,5,4,8,27
0.79,12,8,2,9,8,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,Technical Support,8,4,4,4,8,11
0.62,6,2,6,9,6,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,Network Security Administrator,2,5,3,3,4,14
0.7,12,7,6,1,5,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,Information Technology Auditor,7,3,6,4,2,17
0.84,9,9,4,9,5,0,1,1,1,1,1,2,0,0,0,1,0,1,1,1,Solutions Architect,3,2,9,2,5,27
0.94,6,7,4,5,6,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,Software Engineer,4,3,7,0,7,0
0.75,9,3,0,9,5,0,0,1,0,0,1,2,1,1,1,1,0,1,0,1,CRM Business Analyst,1,7,2,3,1,23
0.63,5,8,6,2,8,0,0,0,1,1,0,2,1,0,1,0,0,1,1,0,Quality Assurance Associate,3,2,4,2,0,4
0.9,11,9,1,9,8,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,Mobile Applications Developer,8,2,1,4,2,21
0.62,6,3,4,3,2,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,Business Systems Analyst,3,4,5,1,7,12
0.77,12,3,2,8,2,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,CRM Technical Developer,6,6,4,4,3,24
0.68,7,4,1,4,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,Programmer Analyst,6,1,4,0,2,19
0.72,12,6,2,1,8,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,Information Technology Manager,1,4,9,5,4,23
0.66,12,1,1,3,7,1,0,1,0,1,2,0,1,0,0,1,1,0,1,0,Web Developer,6,0,2,3,8,19
0.92,4,9,2,8,9,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,Solutions Architect,3,3,0,5,5,14
0.62,12,3,3,9,2,0,1,0,0,0,0,2,1,1,0,0,1,1,0,1,Programmer Analyst,3,2,1,3,8,29
0.6,7,6,6,8,3,1,0,1,0,0,2,1,0,1,1,0,1,1,0,0,Software Engineer,7,4,0,0,6,1
0.64,12,4,2,5,9,1,1,0,1,1,2,1,0,1,0,1,0,0,1,0,Solutions Architect,5,2,1,4,7,7
0.9,4,5,0,3,5,1,1,1,1,1,2,2,1,0,0,1,1,1,1,0,Project Manager,1,3,8,1,7,27
0.86,4,7,1,4,5,1,1,0,0,0,0,2,0,0,0,1,0,0,1,1,Business Systems Analyst,8,7,5,1,1,30
0.8,6,9,5,7,8,1,1,0,0,0,1,2,1,1,1,1,0,1,0,0,Technical Support,3,5,1,1,6,12
0.74,5,9,3,8,9,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,CRM Technical Developer,1,2,4,2,7,22
0.63,12,6,1,9,8,0,1,0,1,0,1,2,0,1,0,0,1,0,0,1,Software Developer,5,4,2,1,6,8
0.71,6,7,5,2,7,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,Solutions Architect,2,2,1,2,6,13
0.84,12,3,3,3,9,0,0,1,1,0,2,0,1,0,1,0,1,1,0,1,Data Architect,1,2,0,0,6,3
0.74,8,5,0,2,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,Systems Analyst,7,2,5,4,8,6
0.9,8,6,0,4,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,Technical Services/Help Desk/Tech Support,1,3,7,2,5,6
0.9,8,3,6,9,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,Software Engineer,3,7,4,5,7,17
0.88,9,6,2,8,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,Network Security Administrator,1,5,8,4,0,4
0.89,5,7,0,2,9,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,Project Manager,7,4,2,5,1,9
0.83,4,8,2,3,4,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,Software Engineer,2,3,2,5,9,23
0.92,11,3,4,8,2,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,E-Commerce Analyst,7,3,2,0,7,3
0.92,10,6,2,4,6,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,Information Security Analyst,2,7,1,4,2,16
0.76,9,6,1,3,8,0,1,0,0,0,1,2,1,1,1,0,1,0,0,0,Project Manager,1,4,8,1,7,20
0.63,12,1,2,9,9,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,Quality Assurance Associate,8,2,8,3,0,26
0.94,4,9,0,8,9,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,CRM Business Analyst,7,4,0,1,5,1
0.76,8,5,2,1,7,0,1,0,1,1,2,2,1,0,0,1,0,1,0,0,Database Administrator,3,7,0,3,4,26
0.62,5,7,6,2,1,1,1,0,0,1,2,0,0,0,1,1,0,1,0,0,Software Quality Assurance (QA) / Testing,0,6,3,5,1,3
0.88,8,9,6,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,CRM Technical Developer,0,3,9,1,5,11
0.68,4,4,2,1,5,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,Software Developer,7,6,9,3,4,14
0.76,10,2,3,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,Portal Administrator,7,5,8,2,8,14
0.93,6,9,4,3,2,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,Software Quality Assurance (QA) / Testing,4,6,3,4,8,7
0.77,4,3,3,7,6,0,0,0,0,0,2,0,0,1,1,0,1,1,1,1,Business Systems Analyst,1,2,7,3,7,19
0.68,9,8,1,8,8,1,0,1,1,1,2,2,0,1,0,1,0,0,0,1,Data Architect,3,4,5,5,6,14
0.69,7,3,5,4,2,1,1,1,0,1,2,0,1,0,1,1,0,1,1,0,Business Systems Analyst,1,0,2,4,6,13
0.74,5,5,5,7,9,0,1,1,1,0,2,0,0,1,1,0,0,1,0,0,Systems Analyst,4,4,9,4,7,19
0.77,10,6,4,9,6,1,1,1,0,1,2,1,0,1,1,1,1,0,0,1,Technical Support,4,7,9,2,6,21
0.67,9,4,2,1,9,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,Portal Administrator,8,2,8,2,7,13
0.63,12,9,5,7,7,1,0,1,1,1,2,2,1,0,0,0,1,1,1,1,Technical Support,6,1,1,4,7,13
0.88,4,5,2,4,8,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,CRM Technical Developer,5,0,4,3,5,24
0.62,8,4,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Systems Analyst,4,3,9,2,9,13
0.88,10,6,4,3,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,Database Developer,8,1,0,1,9,28
0.63,9,4,6,8,7,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,Technical Support,4,6,1,2,5,30
0.74,11,2,0,7,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,E-Commerce Analyst,7,7,2,1,0,23
0.6,4,9,4,8,6,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,Systems Security Administrator,4,1,5,2,3,3
0.63,9,6,6,5,7,0,1,1,1,1,0,2,1,1,0,1,1,1,1,1,UX Designer,8,7,0,3,0,12
0.85,6,2,4,7,3,1,1,0,0,1,2,0,0,1,0,1,1,1,0,0,Information Technology Auditor,6,7,7,1,3,25
0.93,12,1,0,6,8,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,Software Quality Assurance (QA) / Testing,6,1,7,4,8,19
0.89,11,7,6,3,1,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,Data Architect,8,5,5,0,7,16
0.82,6,7,2,8,5,0,1,1,0,1,1,2,0,0,1,1,0,0,0,1,Technical Services/Help Desk/Tech Support,5,4,0,1,3,27
0.76,11,6,6,8,7,1,1,0,0,1,2,0,0,0,0,1,1,1,0,1,Web Developer,5,0,4,4,6,13
0.65,10,3,5,7,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Network Security Administrator,8,2,3,4,0,23
0.71,4,5,1,6,5,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,Programmer Analyst,1,6,8,3,6,1
0.71,4,7,1,6,7,1,1,1,1,0,2,1,0,0,0,0,1,0,1,1,Business Systems Analyst,8,4,7,2,2,11
0.93,8,3,5,2,7,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,Database Administrator,3,2,9,1,7,19
0.62,10,3,6,5,1,0,1,1,1,1,1,2,0,1,1,1,0,0,0,1,Technical Support,8,1,7,1,1,10
0.88,9,2,6,5,3,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,Network Security Engineer,5,1,9,0,5,3
